	Age	City	Date	Event	Gender	Hand	Module	Run	Sample	Sport	State	Study	Surface	Time	Touches	Type	Wash
CPR_CP.MH020	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH020		PA	cpr				phone	
CPR_CP.FY081	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY081		PA	cpr				phone	
CPR_SH.MH012	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH012		PA	cpr				shoe	
CPR_CP.MH032	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH032		PA	cpr				phone	
CPR_CP.MH098	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH098		PA	cpr				phone	
CPR_CP.MH034	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH034		PA	cpr				phone	
CPR_CP.MH025	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH025		PA	cpr				phone	
CPR_SH.MH001	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH001		PA	cpr				shoe	
CPR_CP.MH010	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH010		PA	cpr				phone	
CPR_SH.FY084	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY084		PA	cpr				shoe	
CPR_CP.FX046	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX046		PA	cpr				phone	
CPR_CP.MH006	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH006		PA	cpr				phone	
CPR_CP.MH083	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH083		PA	cpr				phone	
CPR_CP.MH036	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH036		PA	cpr				phone	
CPR_SH.FS062	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	FS062		PA	cpr				shoe	
CPR_CP.MH054	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH054		PA	cpr				phone	
CPR_CP.MH040	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH040		PA	cpr				phone	
CPR_CP.MH067	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH067		PA	cpr				phone	
CPR_SH.FX046	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX046		PA	cpr				shoe	
CPR_CP.MH011	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH011		PA	cpr				phone	
CPR_CP.FY082	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY082		PA	cpr				phone	
CPR_SH.MH067	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH067		PA	cpr				shoe	
CPR_SH.FX044	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX044		PA	cpr				shoe	
CPR_CP.FY089	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY089		PA	cpr				phone	
CPR_CP.FY086	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY086		PA	cpr				phone	
CPR_SH.MH005	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH005		PA	cpr				shoe	
CPR_CP.FY083	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY083		PA	cpr				phone	
CPR_CP.FY097	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY097		PA	cpr				phone	
CPR_SH.FX055	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX055		PA	cpr				shoe	
CPR_SH.MH025	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH025		PA	cpr				shoe	
CPR_SH.FS063	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	FS063		PA	cpr				shoe	
CPR_CP.MH019	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH019		PA	cpr				phone	
CPR_CP.MH048	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH048		PA	cpr				phone	
CPR_CP.FS065	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	FS065		PA	cpr				phone	
CPR_SH.FZ015	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FZ015		PA	cpr				shoe	
CPR_SH.FX048	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX048		PA	cpr				shoe	
CPR_CP.MH045	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	MH045		PA	cpr				phone	
CPR_SH.MH011	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH011		PA	cpr				shoe	
CPR_CP.FX048	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FX048		PA	cpr				phone	
CPR_CP.MH031	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH031		PA	cpr				phone	
CPR_SH.FY088	Mixed	Philadelphia	5/3/2014	PhillySciFest				4.0	FY088		PA	cpr				shoe	
CPR_CP.MH015	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH015		PA	cpr				phone	
CPR_CP.MH084	Mixed	Philadelphia	5/3/2014	PhillySciFest				3.0	MH084		PA	cpr				phone	
CPR_CP.AC086	Kid	Potlatch	10/10/2013	Potluch				2.0	AC086		ID	cpr				phone	
CPR_SH.AC083	Kid	Potlatch	10/10/2013	Potluch				1.0	AC083		ID	cpr				shoe	
CPR_CP.AC095	Kid	Potlatch	10/10/2013	Potluch				1.0	AC095		ID	cpr				phone	
CPR_CP.AC090	Kid	Potlatch	10/10/2013	Potluch				2.0	AC090		ID	cpr				phone	
CPR_CP.AC094	Kid	Potlatch	10/10/2013	Potluch				1.0	AC094		ID	cpr				phone	
CPR_CP.AC098	Kid	Potlatch	10/10/2013	Potluch				1.0	AC098		ID	cpr				phone	
CPR_CP.AC085	Kid	Potlatch	10/10/2013	Potluch				1.0	AC085		ID	cpr				phone	
CPR_SH.AC084	Kid	Potlatch	10/10/2013	Potluch				1.0	AC084		ID	cpr				shoe	
CPR_SH.AC085	Kid	Potlatch	10/10/2013	Potluch				1.0	AC085		ID	cpr				shoe	
CPR_CP.AC082	Kid	Potlatch	10/10/2013	Potluch				2.0	AC082		ID	cpr				phone	
CPR_CP.AC097	Kid	Potlatch	10/10/2013	Potluch				1.0	AC097		ID	cpr				phone	
CPR_SH.AC088	Kid	Potlatch	10/10/2013	Potluch				1.0	AC088		ID	cpr				shoe	
CPR_SH.AC097	Kid	Potlatch	10/10/2013	Potluch				1.0	AC097		ID	cpr				shoe	
CPR_SH.AC096	Kid	Potlatch	10/10/2013	Potluch				2.0	AC096		ID	cpr				shoe	
CPR_CP.AC092	Kid	Potlatch	10/10/2013	Potluch				1.0	AC092		ID	cpr				phone	
CPR_CP.AC089	Kid	Potlatch	10/10/2013	Potluch				1.0	AC089		ID	cpr				phone	
CPR_CP.AC096	Kid	Potlatch	10/10/2013	Potluch				2.0	AC096		ID	cpr				phone	
CPR_SH.AC092	Kid	Potlatch	10/10/2013	Potluch				1.0	AC092		ID	cpr				shoe	
CPR_CP.AC083	Kid	Potlatch	10/10/2013	Potluch				1.0	AC083		ID	cpr				phone	
CPR_CP.AC100	Kid	Potlatch	10/10/2013	Potluch				1.0	AC100		ID	cpr				phone	
CPR_CP.AC088	Kid	Potlatch	10/10/2013	Potluch				1.0	AC088		ID	cpr				phone	
CPR_CP.AC081	Kid	Potlatch	10/10/2013	Potluch				2.0	AC081		ID	cpr				phone	
CPR_CP.AC099	Kid	Potlatch	10/10/2013	Potluch				1.0	AC099		ID	cpr				phone	
CPR_CP.AC084	Kid	Potlatch	10/10/2013	Potluch				1.0	AC084		ID	cpr				phone	
CPR_CP.AC091	Kid	Potlatch	10/10/2013	Potluch				2.0	AC091		ID	cpr				phone	
CPR_CP.FS025	Kid	Chittenango	9/4/2013	PWBears				1.0	FS025	Cheer	NY	cpr				phone	
CPR_SH.FS029	Kid	Chittenango	9/4/2013	PWBears				1.0	FS029	Cheer	NY	cpr				shoe	
CPR_CP.FS027	Kid	Chittenango	9/4/2013	PWBears				4.0	FS027	Cheer	NY	cpr				phone	
CPR_CP.FS040	Kid	Chittenango	9/4/2013	PWBears				1.0	FS040	Cheer	NY	cpr				phone	
CPR_CP.FS038	Kid	Chittenango	9/4/2013	PWBears				1.0	FS038	Cheer	NY	cpr				phone	
CPR_CP.FS032	Kid	Chittenango	9/4/2013	PWBears				4.0	FS032	Cheer	NY	cpr				phone	
CPR_SH.FS039	Kid	Chittenango	9/4/2013	PWBears				4.0	FS039	Cheer	NY	cpr				shoe	
CPR_SH.FS023	Kid	Chittenango	9/4/2013	PWBears				4.0	FS023	Cheer	NY	cpr				shoe	
CPR_SH.FS040	Kid	Chittenango	9/4/2013	PWBears				1.0	FS040	Cheer	NY	cpr				shoe	
CPR_SH.FS033	Kid	Chittenango	9/4/2013	PWBears				4.0	FS033	Cheer	NY	cpr				shoe	
CPR_SH.FS034	Kid	Chittenango	9/4/2013	PWBears				4.0	FS034	Cheer	NY	cpr				shoe	
CPR_SH.FS032	Kid	Chittenango	9/4/2013	PWBears				4.0	FS032	Cheer	NY	cpr				shoe	
CPR_SH.FS030	Kid	Chittenango	9/4/2013	PWBears				4.0	FS030	Cheer	NY	cpr				shoe	
CPR_CP.FS033	Kid	Chittenango	9/4/2013	PWBears				4.0	FS033	Cheer	NY	cpr				phone	
CPR_SH.FS031	Kid	Chittenango	9/4/2013	PWBears				4.0	FS031	Cheer	NY	cpr				shoe	
CPR_CP.FS034	Kid	Chittenango	9/4/2013	PWBears				4.0	FS034	Cheer	NY	cpr				phone	
CPR_CP.FS021	Kid	Chittenango	9/4/2013	PWBears				1.0	FS021	Cheer	NY	cpr				phone	
CPR_SH.FS022	Kid	Chittenango	9/4/2013	PWBears				4.0	FS022	Cheer	NY	cpr				shoe	
CPR_SH.FS027	Kid	Chittenango	9/4/2013	PWBears				4.0	FS027	Cheer	NY	cpr				shoe	
CPR_CP.FS028	Kid	Chittenango	9/4/2013	PWBears				4.0	FS028	Cheer	NY	cpr				phone	
CPR_CP.FS022	Kid	Chittenango	9/4/2013	PWBears				4.0	FS022	Cheer	NY	cpr				phone	
CPR_SH.FS028	Kid	Chittenango	9/4/2013	PWBears				4.0	FS028	Cheer	NY	cpr				shoe	
CPR_CP.FS023	Kid	Chittenango	9/4/2013	PWBears				4.0	FS023	Cheer	NY	cpr				phone	
CPR_SH.FS021	Kid	Chittenango	9/4/2013	PWBears				1.0	FS021	Cheer	NY	cpr				shoe	
CPR_CP.FS024	Kid	Chittenango	9/4/2013	PWBears				1.0	FS024	Cheer	NY	cpr				phone	
CPR_CP.FS029	Kid	Chittenango	9/4/2013	PWBears				1.0	FS029	Cheer	NY	cpr				phone	
CPR_SH.FS038	Kid	Chittenango	9/4/2013	PWBears				1.0	FS038	Cheer	NY	cpr				shoe	
CPR_CP.FS031	Kid	Chittenango	9/4/2013	PWBears				4.0	FS031	Cheer	NY	cpr				phone	
CPR_SH.FS036	Kid	Chittenango	9/4/2013	PWBears				4.0	FS036	Cheer	NY	cpr				shoe	
CPR_CP.FS036	Kid	Chittenango	9/4/2013	PWBears				4.0	FS036	Cheer	NY	cpr				phone	
CPR_SH.FS026	Kid	Chittenango	9/4/2013	PWBears				1.0	FS026	Cheer	NY	cpr				shoe	
CPR_SH.FS024	Kid	Chittenango	9/4/2013	PWBears				1.0	FS024	Cheer	NY	cpr				shoe	
CPR_CP.FS026	Kid	Chittenango	9/4/2013	PWBears				1.0	FS026	Cheer	NY	cpr				phone	
CPR_CP.FS039	Kid	Chittenango	9/4/2013	PWBears				4.0	FS039	Cheer	NY	cpr				phone	
CPR_SH.FS035	Kid	Chittenango	9/4/2013	PWBears				4.0	FS035	Cheer	NY	cpr				shoe	
CPR_CP.AD029	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD029	Cheer	FL	cpr				phone	
CPR_CP.AD031	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD031	Cheer	FL	cpr				phone	
CPR_CP.AD023	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD023	Cheer	FL	cpr				phone	
CPR_CP.AD028	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD028	Cheer	FL	cpr				phone	
CPR_SH.AD038	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD038	Cheer	FL	cpr				shoe	
CPR_CP.AB025	Kid	Orlando	9/7/2013	PWBrantley				1.0	AB025	Cheer	FL	cpr				phone	
CPR_SH.AB025	Kid	Orlando	9/7/2013	PWBrantley				1.0	AB025	Cheer	FL	cpr				shoe	
CPR_CP.AD038	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD038	Cheer	FL	cpr				phone	
CPR_SH.AD021	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD021	Cheer	FL	cpr				shoe	
CPR_CP.AD035	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD035	Cheer	FL	cpr				phone	
CPR_SH.AD025	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD025	Cheer	FL	cpr				shoe	
CPR_SH.AD029	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD029	Cheer	FL	cpr				shoe	
CPR_CP.AD022	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD022	Cheer	FL	cpr				phone	
CPR_SH.AD028	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD028	Cheer	FL	cpr				shoe	
CPR_CP.AD027	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD027	Cheer	FL	cpr				phone	
CPR_SH.AD027	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD027	Cheer	FL	cpr				shoe	
CPR_CP.AD021	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD021	Cheer	FL	cpr				phone	
CPR_CP.AD024	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD024	Cheer	FL	cpr				phone	
CPR_SH.AD037	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD037	Cheer	FL	cpr				shoe	
CPR_SH.AD023	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD023	Cheer	FL	cpr				shoe	
CPR_SH.AD024	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD024	Cheer	FL	cpr				shoe	
CPR_SH.AD022	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD022	Cheer	FL	cpr				shoe	
CPR_SH.AD035	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD035	Cheer	FL	cpr				shoe	
CPR_SH.AD031	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD031	Cheer	FL	cpr				shoe	
CPR_CP.AD026	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD026	Cheer	FL	cpr				phone	
CPR_SH.AD040	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD040	Cheer	FL	cpr				shoe	
CPR_CP.AD034	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD034	Cheer	FL	cpr				phone	
CPR_SH.AD026	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD026	Cheer	FL	cpr				shoe	
CPR_CP.AD032	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD032	Cheer	FL	cpr				phone	
CPR_CP.AD037	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD037	Cheer	FL	cpr				phone	
CPR_SH.AD036	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD036	Cheer	FL	cpr				shoe	
CPR_SH.AD030	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD030	Cheer	FL	cpr				shoe	
CPR_CP.AD040	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD040	Cheer	FL	cpr				phone	
CPR_SH.AD034	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD034	Cheer	FL	cpr				shoe	
CPR_SH.AD033	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD033	Cheer	FL	cpr				shoe	
CPR_CP.AD030	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD030	Cheer	FL	cpr				phone	
CPR_CP.AD036	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD036	Cheer	FL	cpr				phone	
CPR_CP.AD033	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD033	Cheer	FL	cpr				phone	
CPR_SH.AD032	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD032	Cheer	FL	cpr				shoe	
CPR_CP.AD025	Kid	Orlando	9/7/2013	PWBrantley				1.0	AD025	Cheer	FL	cpr				phone	
CPR_SH.FS003	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS003	Cheer	CA	cpr				shoe	
CPR_CP.FS007	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS007	Cheer	CA	cpr				phone	
CPR_SH.FS001	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS001	Cheer	CA	cpr				shoe	
CPR_SH.FS004	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS004	Cheer	CA	cpr				shoe	
CPR_CP.FS006	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS006	Cheer	CA	cpr				phone	
CPR_SH.FS002	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS002	Cheer	CA	cpr				shoe	
CPR_SH.FS005	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS005	Cheer	CA	cpr				shoe	
CPR_SH.FS006	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS006	Cheer	CA	cpr				shoe	
CPR_CP.FS003	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS003	Cheer	CA	cpr				phone	
CPR_CP.FS004	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS004	Cheer	CA	cpr				phone	
CPR_SH.FS007	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS007	Cheer	CA	cpr				shoe	
CPR_CP.FS002	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS002	Cheer	CA	cpr				phone	
CPR_CP.FS001	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS001	Cheer	CA	cpr				phone	
CPR_CP.FS005	Kid	San Diego	8/24/2013	PWCoronado 				2.0	FS005	Cheer	CA	cpr				phone	
CPR_SH.AB098	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB098	Cheer	CA	cpr				shoe	
CPR_CP.AB089	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB089	Cheer	CA	cpr				phone	
CPR_SH.AB090	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB090	Cheer	CA	cpr				shoe	
CPR_SH.AB092	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB092	Cheer	CA	cpr				shoe	
CPR_SH.AB096	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB096	Cheer	CA	cpr				shoe	
CPR_CP.AB088	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB088	Cheer	CA	cpr				phone	
CPR_SH.AB087	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB087	Cheer	CA	cpr				shoe	
CPR_CP.AB096	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB096	Cheer	CA	cpr				phone	
CPR_CP.AB098	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB098	Cheer	CA	cpr				phone	
CPR_CP.AB091	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB091	Cheer	CA	cpr				phone	
CPR_CP.AB087	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB087	Cheer	CA	cpr				phone	
CPR_CP.AB092	Kid	Castro Valley	9/29/2013	PWGladiators				1.0	AB092	Cheer	CA	cpr				phone	
CPR_SH.FY021	Adult	Landover	10/29/2013	Redskins				1.0	FY021	Football	MA	cpr				shoe	
CPR_CP.FY021	Adult	Landover	10/29/2013	Redskins				1.0	FY021	Football	MA	cpr				phone	
CPR_SH.FY033	Adult	Landover	10/29/2013	Redskins				1.0	FY033	Football	MA	cpr				shoe	
CPR_SH.FY026	Adult	Landover	10/29/2013	Redskins				1.0	FY026	Football	MA	cpr				shoe	
CPR_CP.FY033	Adult	Landover	10/29/2013	Redskins				1.0	FY033	Football	MA	cpr				phone	
CPR_CP.FY026	Adult	Landover	10/29/2013	Redskins				1.0	FY026	Football	MA	cpr				phone	
CPR_CP.MB031	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB031		NC	cpr				phone	
CPR_CP.MB001	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB001		NC	cpr				phone	
CPR_CP.MA045	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA045		NC	cpr				phone	
CPR_CP.MB019	Adult	Durham	2/17/2014	ScienceOnline				2.0	MB019		NC	cpr				phone	
CPR_CP.MB069	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB069		NC	cpr				phone	
CPR_CP.MB072	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB072		NC	cpr				phone	
CPR_SH.MB039	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB039		NC	cpr				shoe	
CPR_CP.MA100	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA100		NC	cpr				phone	
CPR_SH.MB008	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB008		NC	cpr				shoe	
CPR_CP.MB008	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB008		NC	cpr				phone	
CPR_SH.MA014	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA014		NC	cpr				shoe	
CPR_CP.MB055	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB055		NC	cpr				phone	
CPR_SH.MB068	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB068		NC	cpr				shoe	
CPR_CP.MA071	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA071		NC	cpr				phone	
CPR_SH.MA054	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA054		NC	cpr				shoe	
CPR_SH.MB069	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB069		NC	cpr				shoe	
CPR_CP.MB041	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB041		NC	cpr				phone	
CPR_CP.MB077	Adult	Durham	2/17/2014	ScienceOnline				2.0	MB077		NC	cpr				phone	
CPR_SH.MA031	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA031		NC	cpr				shoe	
CPR_CP.MB081	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB081		NC	cpr				phone	
CPR_CP.MB062	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB062		NC	cpr				phone	
CPR_SH.MB018	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB018		NC	cpr				shoe	
CPR_CP.MB048	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB048		NC	cpr				phone	
CPR_SH.MB086	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB086		NC	cpr				shoe	
CPR_SH.MB037	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB037		NC	cpr				shoe	
CPR_SH.MA047	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA047		NC	cpr				shoe	
CPR_SH.MA097	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA097		NC	cpr				shoe	
CPR_SH.MB051	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB051		NC	cpr				shoe	
CPR_CP.MB026	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB026		NC	cpr				phone	
CPR_SH.MB083	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB083		NC	cpr				shoe	
CPR_CP.MB029	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB029		NC	cpr				phone	
CPR_CP.MA010	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA010		NC	cpr				phone	
CPR_CP.MB076	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB076		NC	cpr				phone	
CPR_SH.MB057	Adult	Durham	2/17/2014	ScienceOnline				2.0	MB057		NC	cpr				shoe	
CPR_CP.MB070	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB070		NC	cpr				phone	
CPR_SH.MB004	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB004		NC	cpr				shoe	
CPR_CP.MB020	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB020		NC	cpr				phone	
CPR_CP.MA099	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA099		NC	cpr				phone	
CPR_SH.MA033	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA033		NC	cpr				shoe	
CPR_SH.MB052	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB052		NC	cpr				shoe	
CPR_CP.MA041	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA041		NC	cpr				phone	
CPR_CP.MB009	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB009		NC	cpr				phone	
CPR_CP.MA047	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA047		NC	cpr				phone	
CPR_SH.MA095	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA095		NC	cpr				shoe	
CPR_CP.MB002	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB002		NC	cpr				phone	
CPR_CP.MB024	Adult	Durham	2/17/2014	ScienceOnline				2.0	MB024		NC	cpr				phone	
CPR_CP.MA093	Adult	Durham	2/17/2014	ScienceOnline				2.0	MA093		NC	cpr				phone	
CPR_SH.MA062	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA062		NC	cpr				shoe	
CPR_SH.MA044	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA044		NC	cpr				shoe	
CPR_CP.MA062	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA062		NC	cpr				phone	
CPR_SH.MA083	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA083		NC	cpr				shoe	
CPR_CP.MA029	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA029		NC	cpr				phone	
CPR_SH.MB041	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB041		NC	cpr				shoe	
CPR_CP.MB063	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB063		NC	cpr				phone	
CPR_SH.MB006	Adult	Durham	2/17/2014	ScienceOnline				2.0	MB006		NC	cpr				shoe	
CPR_CP.MA060	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA060		NC	cpr				phone	
CPR_SH.MA016	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA016		NC	cpr				shoe	
CPR_CP.MB098	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB098		NC	cpr				phone	
CPR_SH.MB090	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB090		NC	cpr				shoe	
CPR_CP.MB052	Adult	Durham	2/17/2014	ScienceOnline				4.0	MB052		NC	cpr				phone	
CPR_SH.MA021	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA021		NC	cpr				shoe	
CPR_CP.MA081	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA081		NC	cpr				phone	
CPR_CP.MA020	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA020		NC	cpr				phone	
CPR_CP.MA002	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA002		NC	cpr				phone	
CPR_SH.MA040	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA040		NC	cpr				shoe	
CPR_SH.MA061	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA061		NC	cpr				shoe	
CPR_CP.MB086	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB086		NC	cpr				phone	
CPR_CP.MA054	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA054		NC	cpr				phone	
CPR_CP.MA072	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA072		NC	cpr				phone	
CPR_CP.MA069	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA069		NC	cpr				phone	
CPR_SH.MA060	Adult	Durham	2/17/2014	ScienceOnline				4.0	MA060		NC	cpr				shoe	
CPR_CP.MB083	Adult	Durham	2/17/2014	ScienceOnline				3.0	MB083		NC	cpr				phone	
CPR_SH.MA018	Adult	Durham	2/17/2014	ScienceOnline				3.0	MA018		NC	cpr				shoe	
